database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	blank	standard	1_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	2_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	3_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	4_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	5_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	6_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	7_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	8_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	9_Location_Staakov_(n.7)_Genotype_Sebastian_Field_A	10_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	11_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	12_Location_Staakov_(n.7)_Genotype_Sebastian_Field_B	13_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	14_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	15_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	16_Location_Lipa_(n.4)_Genotype_Kangoo_Field_B	17_Location_Lipa_(n.4)_Genotype_Kangoo_Field_A	18_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	19_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	20_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	21_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	22_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	23_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	24_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	25_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	26_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_A	27_Location_Chrastava_(n.2)_Genotype_Bojos_Field_A	28_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_A	29_Location_Chrastava_(n.2)_Genotype_Bojos_Field_B	30_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_B	31_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_B	32_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_A	33_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_A	34_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_B	35_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_B	36_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_A	37_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_B	38_Location_Zatec_(n.3)_Genotype_Bojos_Field_A	39_Location_Zatec_(n.3)_Genotype_Kangoo_Field_A	40_Location_Zatec_(n.3)_Genotype_Sebastian_Field_A	41_Location_Zatec_(n.3)_Genotype_Bojos_Field_B	42_Location_Zatec_(n.3)_Genotype_Sebastian_Field_B	43_Location_Zatec_(n.3)_Genotype_Kangoo_Field_B	44_Location_Tursko_(n.1)_Genotype_Bojos_Field_A	45_Location_Tursko_(n.1)_Genotype_Sebastian_Field_A	46_Location_Tursko_(n.1)_Genotype_Kangoo_Field_A	47_Location_Tursko_(n.1)_Genotype_Sebastian_Field_B	48_Location_Tursko_(n.1)_Genotype_Bojos_Field_B	49_Location_Tursko_(n.1)_Genotype_Kangoo_Field_B	50_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_B	51_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	52_Location_Chrlice_(n.10)_Genotype_Bojos_Field_B	53_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_A	54_Location_Chrlice_(n.10)_Genotype_Bojos_Field_A	55_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_A	56_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_B	57_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_A	58_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_A	59_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_B	60_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_B	61_Location_Verovany_(n.9)_Genotype_Kangoo_Field_A	62_Location_Verovany_(n.9)_Genotype_Sebastian_Field_A	63_Location_Verovany_(n.9)_Genotype_Bojos_Field_B	64_Location_Verovany_(n.9)_Genotype_Kangoo_Field_B	65_Location_Verovany_(n.9)_Genotype_Sebastian_Field_B	66_Location_Verovany_(n.9)_Genotype_Bojos_Field_A	67_Location_Caslav_(n.5)_Genotype_Sebastian_Field_A	68_Location_Caslav_(n.5)_Genotype_Bojos_Field_B	69_Location_Caslav_(n.5)_Genotype_Kangoo_Field_A	70_Location_Caslav_(n.5)_Genotype_Bojos_Field_A	71_Location_Caslav_(n.5)_Genotype_Kangoo_Field_B	72_Location_Caslav_(n.5)_Genotype_Sebastian_Field_B
CHEBI:15440	C30H50	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	InChI=1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+	Squalene	410.3907			1	29.389	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	89.1				Squalene	995398.6667	80708	69177.24067	86122.676	93833.82866	34717.22817	281076.1241	70799.47085	134064	103733.483	159438.7333	143838.9262	85860.84776	77267.69567	227271.5619	300982.0341	180145.4801	246.8645869	217505.1132	220503.9957	194987.564	1137273.945	1032338.312	272527.1273	92134.14245	50079.08119	740012.5662	1672947.858	842921.4537	604239.6838	1012691.438	977286.7092	1114613.727	446.1922863	60657.26015	500294.2268	91977.28293	4380419.766	156722.9287	83697.53893	49403599.15	96417.00659	1529292.953	80708	105588.0535	15809373.42	80708	57030.49633	16821409.69	58714.17321	80708	80708	500294.2268	80708	48324.14233	133291.9591	57436.40178	24003.41453	39466.6579	99573.35217	81424.11263	24993.44516	61258.87027	28581.00993	31489.97645	35933.63861	194723.0454	48247.8878	81109.27724	49847.29263	55000.12339	56135.78924	39351.79726	80708
CHEBI:15971	C6H9N3O2	N[C@@H](Cc1c[nH]cn1)C(O)=O	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1	L-Histidine	443.22704		TMS	1	23.484	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.3				L-Histidine, 4TMS	80708	80708	47959.18044	62473.77583	31669.94275	146414.8405	136821.7557	249591.1015	365797	157753.9657	301825.7213	231122.0254	296215.488	195430.208	198933.5817	230872.6952	267869.7794	549001.2696	609431.2043	783346.8229	260150.1696	766342.8529	397967.4234	1000126.652	479101.9496	963924.6314	496620.8703	315166.4143	409.9512679	272293.4679	220915.5677	164341.5163	247704.0964	921447.7956	1441612.151	263.2051872	390.6470401	80708	175.6764675	265780.0401	80708	288536.1408	13095.37883	80708	129629.9549	80708	80708	121678.6913	80708	421407.8622	80708	80708	263.2051872	80708	95954.67715	165051.6452	159818.2567	245422.7933	280063.4485	318.9851345	381848.1058	2247142.779	7433070.059	3848404.766	4831489.36	6439376.842	3733683.921	3216258.847	1300934.131	2661039.689	3656571.99	3001652.499	3160116.39	80708
CHEBI:28716	C16H30O2	C(CCCCCCC/C=C\CCCCCC)(=O)O	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-	Palmitoleic acid	326.26356		TMS	1	22.192	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	92.8				Palmitoleic acid, 1TMS	80708	80708	74513.76021	41155.03938	52733.36653	14615.05258	146764.3938	46271.32574	119	58946.44973	84228.07387	74852.17216	56530.68146	39266.44539	112723.0613	117271.9079	87409.88397	124937.0855	68483.06078	124179.2127	123949.9774	575505.3609	479333.6849	131047.627	59626.58347	56334.44116	146642.0109	350370.4631	259391.2707	315293.0526	268203.2014	278411.1642	348078.4993	209573.0846	36794.61647	195715.2485	57725.73628	80708	81078.87254	31576.40805	8015849.872	67096.49538	729406.9805	80708	39036.22081	4108848.55	1355401.527	59723.27425	2909368.192	36092.96362	80708	80708	195715.2485	5258961.516	39770.35466	45084.84766	31512.87908	24737.85507	26290.29657	52877.73726	72773.89326	61065.02169	23854.51682	46371.44857	25827.91533	36660.75532	30130.98667	60762.78774	39891.41651	16743.51891	40648.23934	18851.65594	19182.87086	6341285.638
CHEBI:58275	C4H9NO3	C(C([NH3+])(C)CO)([O-])=O	InChI=1S/C4H9NO3/c1-4(5,2-6)3(7)8/h6H,2,5H2,1H3,(H,7,8)	Propanoic acid, 2-amino-2-methyl-3-hydroxy-	263.13675		TMS	1	11.556	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.2				M000893_A124001-101-xxx_NA_1220,31_TRUE_VAR5_ALK_Propanoic acid, 2-amino-2-methyl-3-hydroxy-, 2TMS	80708	80708	327930.7719	401018.6957	376958.548	272618.67	254168.1169	416219.9837	235098	335931.3983	294054.6033	338962.8589	349081.1884	213711.3891	325362.7227	396943.3135	341280.9249	265311.5677	315889.6559	237331.7705	251712.4607	223601.4989	190944.164	175402.5507	301035.378	208406.7235	308778.7415	179483.2155	188633.0654	230306.0673	196326.4464	261509.4397	185557.1409	230863.5852	198656.9801	588464.868	438389.5742	80708	199802.7024	168734.6396	80708	193067.0689	13095.37883	80708	154513.1953	80708	80708	255480.2646	80708	262375.9169	777006.2966	80708	588464.868	10775341.55	215274.1998	200900.2455	264731.2445	271509.8734	106614.8221	274351.0205	229139.193	286159.7772	227433.5607	265900.886	254594.8011	236060.7849	401927.0278	221225.4276	186422.2601	167908.5291	187798.7752	158527.2716	149658.6871	80708
CHEBI:17561	C3H7NO2S	N[C@@H](CS)C(O)=O	InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1	L-Cysteine	528.18141		TMS	1	24.884	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.9				L-Cysteine, 4TMS	80708	80708	132818.6196	83391.26304	144454.9004	124277.182	350199.2884	318613.0587	488201	216830.1792	175191.8567	783391.9968	395772.5515	202679.9141	72017.51139	282030.4405	590563.9204	572771.0837	538157.3385	1106227.327	322936.1482	1196692.635	977071.5175	273750.4813	837909.7653	413260.712	431905.1902	231046.3067	311667.7632	281615.1359	184206.9421	314.3584813	73124.79213	695550.4098	336401.0364	263.2051872	390.6470401	80708	63619.97789	44367.9097	80708	22836.84721	13095.37883	80708	15711.36979	80708	80708	16117.9225	80708	42396.31555	80708	80708	263.2051872	80708	67440.64183	353.5973419	102011.2443	52601.20846	297313.1114	510964.1953	293589.33	321833.6562	331459.5799	290103.2373	343450.8191	207714.9609	284555.3847	311303.2218	174259.1011	199131.3062	113724.535	190927.3105	79597.0728	952875.0968
CHEBI:16977	C3H7NO2	C[C@H](N)C(O)=O	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1	L-Alanine	277.11601		TMS	1	14.448	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.2				M000000_A142001-101-xxx_NA_1395,2_PRED_VAR5_ALK_Alanine [+CO2], 2TMS	80708	80708	21510.67268	11357.54189	25693.41947	15270.65688	3190.936642	25195.91898	18144	11498.41691	38519.43898	11003.89268	27629.74717	11076.872	5945.779016	97.44332444	18951.98945	23148.22676	31624.06733	74079.07256	26441.68298	65659.45364	47160.81703	85886.40189	32007.89487	77105.3321	14876.66851	26006.19369	24634.06416	44305.84922	29106.97678	19764.9355	42654.49221	34042.62331	266.1417184	591643.9738	1038201.579	80708	326518.4173	569643.2723	80708	910237.2938	267415.5042	80708	486469.2626	80708	80708	116024.073	80708	331119.3578	80708	80708	591643.9738	354832.8397	163391.0897	154073.5156	154228.9003	224445.8514	1736.782652	89765.74953	80295.18213	609004.0771	762140.6899	756849.4309	746985.4691	202070.0334	205930.7082	200549.6334	144174.4545	335779.968	624982.8836	329481.9553	393115.3692	80708
CHEBI:145669	C16H20	C12=CC=C(C=C1C=CC(=C2)C(C)C)C(C)C	InChI=1S/C16H20/c1-11(2)13-5-7-16-10-14(12(3)4)6-8-15(16)9-13/h5-12H,1-4H3	2,6-Diisopropylnaphthalene	212.15595			1	18.928	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	93.8				2,6-Diisopropylnaphthalene	80708	80708	245668.2683	170439.0009	222687.0271	295930.1971	12393314.87	326884.9628	108584	314500.1558	192957.1304	242831.763	3798527.901	12956397.3	476660.199	414587.3536	238491.2935	284482.4224	339683.0018	495885.8097	340817.1933	331316.4412	359249.2637	513953.2595	231564.9217	253588.623	260035.6353	369976.306	600547.7841	481626.3521	567065.0794	374703.9815	444477.5395	364958.8883	516863.9819	1068846.332	1110289.622	80708	346618.036	316609.3654	307746472.8	506445.9078	26730084.94	80708	476150.1114	174443723.1	80708	874672.8155	438124930.1	714828.1564	80708	5677170.632	1068846.332	80708	414348.0121	522253.7814	463202.8104	507752.16	500706.1894	333501.3386	543403.1159	425899.2115	489401.4305	396591.4451	315793.211	251451.4219	259486.6129	296527.7771	464395.9231	515073.3835	679999.468	468823.7454	525944.3704	80708
CHEBI:17987	C7H8O	OCc1ccccc1	InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2	Benzyl alcohol	180.09649		TMS	1	10.067	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.3				Benzyl alcohol, TMS derivative	161416	80708	9255.697537	10321.58933	8491.811075	8294.819733	12574.15954	11777.71701	7922	19697.12689	274326.3334	25581.12543	14773.42296	19765.46618	22248.08755	23692.32458	365488.4877	16993.332	13143.65142	239485.3635	14638.79317	20307.45403	36458.02765	17368.84649	17505.38909	18337.9042	286755.9801	29558.17646	490289.3871	18602.3015	30773.51366	19541.20289	12473.15656	26494.31712	25981.29941	12498.63377	7837.054816	153373489.4	244937.612	16091.45598	13842280.6	20519.3825	1468874.359	162337853.1	27789.6845	14512067.05	312246724.8	143124.0522	6710404.577	9866.886251	448782818.1	321270937.4	12498.63377	307825018	164270.787	17281.18016	131794.6074	16155.62864	16750.25425	21807.63296	16969.7632	18005.03846	103201.6448	16268.1706	13706.64622	12892.63927	10202.82149	8233.788553	184779.2528	20706.85819	18907.44983	11741.74224	22588.8531	280895081.8
CHEBI:64399	C7H8N2O	CNC(=O)c1cccnc1	InChI=1S/C7H8N2O/c1-8-7(10)6-3-2-4-9-5-6/h2-5H,1H3,(H,8,10)	N-Methylnicotinamide	209.11047		TMS	1	15.653	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	85.7				N-Methylnicotinamide, TMS derivative	80708	80708	1246549.151	1841531.16	2421838.457	2161743.781	2644821.854	2523227.985	2024990	3250398.376	3036009.802	2718462.104	1939538.501	2531795.551	1806501.475	3876059.769	2278219.716	1707972.477	1832286.977	1875907.242	1988873.153	1712181.255	1063397.387	1190470.804	1343102.019	1238945.758	1829239.82	129.2786093	409.9512679	1693347.444	1420743.691	1071010.85	894316.348	887872.4861	580637.4053	2233338.333	1185788.995	1847963.588	411989.2015	300.864142	80708	1427843.693	13095.37883	80708	109619.4699	80708	80708	332625.8765	80708	679637.1478	80708	80708	2233338.333	80708	68453.56254	149865.9445	116758.7996	436666.1562	385775.322	108547.7847	204483.8563	290.0732029	535322.1387	1458903.627	1430719.92	790823.4686	1911068.044	939945.975	1036554.85	1281631.595	1317239.581	893561.6634	755413.2733	80708
CHEBI:133634	C19H32O2	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC	InChI=1S/C19H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h4-5,7-8,10-11H,3,6,9,12-18H2,1-2H3/b5-4-,8-7-,11-10-	9,12,15-Octadecatrienoic acid, methyl ester	292.23968			1	23.037	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	92.6				9,12,15-Octadecatrienoic acid, methyl ester, (Z,Z,Z)-	80708	80708	48377.98201	30331.52374	83058.39045	21587.00275	78991.03577	64866.70525	49415	132453.4039	19666.43073	83704.00494	119588.5786	21918.86378	100525.8077	164028.8408	58292.60461	114914.9734	35441.92322	26892.42686	65043.09128	69523.7847	40261.14889	116427.1565	29911.26509	37037.82284	67162.21476	135905.7275	129220.9549	132482.1261	270726.8144	138937.9526	70557.77948	59000.34924	75781.2348	85158.74811	97960.7738	80708	396649.5786	263081.8141	120083200.9	377804.3579	12191853.89	80708	224937.0999	119299234.8	80708	73529.41139	121387160.1	135802.5435	80708	80708	85158.74811	80708	24642.09831	37319.94496	15579.37005	10362.6258	33672.18022	14947.07209	53268.24886	93032.52365	223525.4153	177053.4556	191315.2494	131054.9682	57575.26993	51949.93935	33642.63812	74261.39198	198055.9999	102839.1119	125123.5585	80708
CHEBI:15882	C6H6O	Oc1ccccc1	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	Phenol	166.08084		TMS	1	7.951	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	94				Phenol, TMS derivative	80708	80708	330750.8244	308413.2912	428874.6672	342598.5995	269052.0339	437868.5952	252256	392407.281	374824.4424	417695.2602	477429.8146	523429.5727	588138.6426	97.44332444	305.9503147	533172.4303	516153.748	554386.9028	624723.3891	487604.9733	565507.0676	259.2676381	684471.2457	189.1213401	555438.4075	955994.1227	1217555.266	861984.1458	1119361.001	1188073.983	1139975.251	446.1922863	266.1417184	263.2051872	2695461.361	80708	1073781.974	834592.3543	433149532.9	865097.7946	74099610.97	80708	1140377.748	243450344.2	80708	827354.4006	80708	625031.2248	80708	80708	263.2051872	80708	703817.0682	881105.2476	938133.3863	763023.8833	756624.123	544324.3272	585384.166	501174.7451	519709.1852	502525.9065	457095.0732	511768.9765	676543.2728	772072.6798	989574.2018	723814.5511	852872.2838	831686.352	906826.6226	80708
CHEBI:1879	C8H10O2	OCCC1=CC=C(O)C=C1	InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2	Tyrosol	282.14658		TMS	1	16.878	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	93.7				Tyrosol, 2TMS derivative	80708	80708	57436.16614	20298.83386	21103.64264	21958.85736	44882.72682	36845.29217	50144	35722.10804	203.7520236	43303.97158	54576.43764	46589.18151	25981.9407	35492.03134	64002.87096	28429.75199	276.263692	25944.97528	54927.06031	23699.9161	77083.03212	24764.57751	71045.37792	19708.56579	29678.30206	22420.30177	51912.77635	331.6954495	49368.70408	37949.58243	20886.78601	27576.79545	266.1417184	60122.25783	390.6470401	3172573.237	56478.59006	101343.4596	80708	39897.05357	6228342.022	80708	47542.03135	80708	2857843.583	261.5287905	80708	387124.7135	80708	2256107.184	60122.25783	420716.9213	30649.83891	34688.13655	362.3747747	13847.09225	39419.83834	47662.09226	285.3919466	57510.34371	37731.48615	267.2521126	62002.69006	29710.14507	146286.3679	239.9781206	116265.6223	313887.9937	72389.0513	253436.1316	290.6495585	5234604.725
CHEBI:18050	C5H10N2O3	N[C@@H](CCC(N)=O)C(O)=O	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	L-Glutamine	344.17661		TMS	1	17.099	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.2				L-Glutamine [-H2O], 3TMS	80708	80708	107.9008407	24330.29432	201.8987004	19329.96182	31484.79828	26651.12564	119	25861.74789	23673.28959	26684.00818	243.5066223	257.5787234	20623.5339	22776.81056	305.9503147	19271.17417	12597.62436	197.2510117	19158.14068	226.0765109	15310.62027	259.2676381	20385.80571	23307.48872	25152.50909	11425.26201	14921.60969	12882.54973	15371.35187	10736.33336	8584.763626	446.1922863	266.1417184	35992.01913	17860.44698	80708	9712.398991	25848.0503	80708	23402.46572	211661.7883	80708	9468.251451	80708	80708	17327.62768	80708	23018.306	80708	80708	35992.01913	80708	14341.60394	17639.52377	11313.23065	14798.15148	171.6717127	14540.00897	17938.62147	30397.21168	275.8819142	267.2521126	34849.76326	17714.674	288.6246358	29765.47733	277.5500925	27964.14925	33109.12778	25687.49134	15042.72937	80708
	C18H20			1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	236.15595			1	18.687	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	91.8				1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	80708	80708	771.765335	668.2623567	833.3348748	206.0100496	162.8846319	2431.777703	715	438.1633292	203.7520236	257.9786587	243.5066223	1719.165273	266.3918619	2485.937835	305.9503147	1782.145942	276.263692	197.2510117	214.2720484	1752.09296	222.6916961	3879.978435	271.8760584	189.1213401	2687.436401	4806.621081	409.9512679	331.6954495	333.3073746	314.3584813	392.7669633	446.1922863	266.1417184	2206.794864	1179.979125	80708	175.6764675	300.864142	80708	326.0162227	13095.37883	80708	366.4923988	80708	80708	261.5287905	80708	242.0959523	80708	15555936.03	2206.794864	80708	307.6825971	353.5973419	362.3747747	215.5871782	171.6717127	318.9851345	285.3919466	290.0732029	275.8819142	267.2521126	252.3406766	317.6249062	288.6246358	2561.950721	277.5500925	214.5925683	3783.959107	251.3174779	290.6495585	13843324.55
CHEBI:28790	C10H12N2O	C1=CC(=CC=2C(=CNC12)CCN)O	InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2	Tryptamine, 5-hydroxy-	392.21299		TMS	1	26.618	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	96				M000717_A252001-101-xxx_NA_2504,62_PRED_VAR5_ALK_Tryptamine, 5-hydroxy-, 3TMS	80708	80708	107.9008407	199.8950718	137281.4637	206.0100496	71948.27811	218024.311	119	219.0816646	82184.21116	139287.3771	63336.4852	53686.90633	79616.23007	62651.52537	76702.83224	98775.34048	276.263692	197.2510117	34823.0494	226.0765109	222.6916961	259.2676381	271.8760584	189.1213401	245.8382306	49477.6789	54853.32906	134832.4905	33271.91851	85879.33862	44315.33537	63266.89797	266.1417184	263.2051872	390.6470401	80708	213689.5089	44525.50521	80708	196581.2358	13095.37883	80708	45135.92908	80708	80708	261.5287905	80708	242.0959523	80708	80708	263.2051872	80708	25731.14668	27457.18957	15867.62271	16954.02326	171.6717127	318.9851345	285.3919466	165157.2268	96329.67709	128338.7405	100470.8225	78286.23225	114566.1641	101041.4362	253304.0298	172732.0048	355257.9987	254486.9232	188104.0884	80708
CHEBI:64818	C9H10O2	Cc1ccc(cc1C)C(O)=O	InChI=1S/C9H10O2/c1-6-3-4-8(9(10)11)5-7(6)2/h3-5H,1-2H3,(H,10,11)	Benzoic acid, 3,4-dimethyl-	222.10706		TMS	1	15.822	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	85.8				3,4-Dimethylbenzoic acid, TMS derivative	80708	80708	228618.1066	128039.3594	173748.7126	128593.0278	147808.4576	182784.7641	118329	153616.6927	172160.1534	257.9786587	200810.4188	257.5787234	213973.8042	198249.5766	212240.0309	246.8645869	268164.2906	273192.6511	363671.7402	226.0765109	305742.8657	259.2676381	271.8760584	263963.4577	214303.8006	483152.3108	639696.5891	476351.1406	646168.1624	657502.0041	669100.9658	600965.5656	616906.0252	588407.0661	1870244.407	80708	282426.4125	331437.6696	37525785.62	229847.9835	19244474.14	1453268.078	259486.179	143222110.9	80708	517833.4627	80708	289173.2817	1600043.772	80708	588407.0661	80708	320632.7567	269097.0697	355448.475	287174.4996	342003.4943	364495.2673	350004.262	352911.4637	308531.939	336637.1751	358036.6452	395787.9977	264762.6237	329802.013	254519.0081	344254.1668	427667.6261	401207.0151	451432.5884	80708
CHEBI:16204	C6H6O3	Oc1cc(O)cc(O)c1	InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H	Phloroglucinol	342.14973		TMS	1	17.825	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	88				Phloroglucinol, 3TMS	80708	80708	146351.9453	144330.0782	399563.1587	158596.6423	133389.1623	196520.4481	107660	162792.844	146742.6831	163464.4848	159556.6825	137209.5213	143829.77	143864.871	151303.9188	153160.2974	160081.2672	181236.493	158146.4305	159583.7287	162201.0826	151285.7947	140733.8249	116810.8269	123098.8043	187297.1537	227707.8941	190149.2608	223458.787	235310.0675	243787.6486	188335.3879	164894.7028	401556.1554	391415.4733	80708	388077.6823	284693.8883	25941611.83	495947.9236	6475187.103	80708	479926.5766	18323705.19	80708	370400.1049	14375336.46	277564.4855	80708	80708	401556.1554	80708	357212.0939	266280.1567	311117.9609	256755.0456	262029.0007	290097.9359	239337.4794	257416.9053	224526.4414	205300.9349	194905.0853	196247.2359	148930.3121	158102.1724	219583.3656	197167.2985	283144.6682	211806.5769	245734.5134	80708
